,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
2455,F,0.53,0.395,0.115,0.5685,0.249,0.1375,0.161,negative
2456,F,0.55,0.43,0.15,0.655,0.2635,0.122,0.221,negative
2457,M,0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505,negative
2458,M,0.58,0.43,0.125,0.9115,0.446,0.2075,0.121,negative
2459,M,0.595,0.455,0.145,0.942,0.43,0.182,0.277,negative
2460,M,0.6,0.465,0.18,1.193,0.5145,0.315,0.3055,negative
2461,M,0.645,0.5,0.18,1.461,0.5985,0.2425,0.439,negative
2462,M,0.66,0.525,0.2,1.489,0.6065,0.3795,0.421,negative
2463,I,0.29,0.215,0.06,0.1115,0.053,0.0185,0.032,negative
2464,I,0.3,0.22,0.065,0.1235,0.059,0.026,0.0315,negative
2465,I,0.37,0.275,0.1,0.2815,0.1505,0.0505,0.068,negative
2466,I,0.375,0.285,0.08,0.226,0.0975,0.04,0.0725,negative
2467,I,0.38,0.29,0.085,0.2285,0.088,0.0465,0.075,negative
2468,I,0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895,negative
2469,I,0.41,0.325,0.105,0.361,0.1605,0.0665,0.103,negative
2470,I,0.415,0.32,0.115,0.3045,0.1215,0.0735,0.094,negative
2471,I,0.44,0.34,0.1,0.379,0.1725,0.0815,0.101,negative
2472,M,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,negative
2473,F,0.47,0.36,0.1,0.4705,0.1635,0.089,0.1385,negative
2474,F,0.525,0.4,0.135,0.714,0.318,0.138,0.208,negative
2475,F,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223,negative
2476,F,0.55,0.425,0.14,0.952,0.4895,0.1945,0.2185,negative
2477,M,0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315,negative
2478,M,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,negative
2479,F,0.575,0.45,0.135,0.8285,0.362,0.1655,0.236,negative
2480,M,0.615,0.495,0.155,1.2865,0.435,0.293,0.3245,negative
2481,F,0.62,0.485,0.155,1.1945,0.5105,0.271,0.352,negative
2482,F,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,negative
2483,F,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,negative
2484,M,0.67,0.515,0.165,1.1735,0.526,0.285,0.316,negative
2485,M,0.675,0.505,0.16,1.532,0.74,0.357,0.3815,negative
2486,F,0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,negative
2487,F,0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185,negative
2488,M,0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,negative
2489,M,0.535,0.42,0.125,0.764,0.312,0.1505,0.265,negative
2490,M,0.465,0.36,0.105,0.488,0.188,0.0845,0.19,negative
2491,M,0.51,0.4,0.14,0.6905,0.259,0.151,0.23,negative
2492,I,0.335,0.26,0.09,0.1835,0.078,0.024,0.065,negative
2493,I,0.18,0.135,0.08,0.033,0.0145,0.007,0.01,negative
2494,I,0.215,0.165,0.055,0.059,0.0265,0.0125,0.0185,negative
2495,F,0.625,0.48,0.2,1.3235,0.6075,0.3055,0.355,negative
2496,M,0.55,0.42,0.17,0.8465,0.336,0.2405,0.245,negative
2497,M,0.585,0.45,0.15,1.047,0.4315,0.276,0.315,negative
2498,F,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,negative
2499,F,0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855,negative
2500,F,0.7,0.54,0.215,1.978,0.6675,0.3125,0.71,negative
2501,F,0.47,0.375,0.105,0.513,0.232,0.142,0.13,negative
2502,M,0.425,0.335,0.1,0.4085,0.1755,0.092,0.135,negative
2503,M,0.54,0.41,0.13,0.56,0.2375,0.1065,0.175,negative
2504,M,0.505,0.395,0.125,0.635,0.29,0.1555,0.175,negative
2505,F,0.43,0.35,0.09,0.397,0.1575,0.089,0.12,negative
2506,M,0.55,0.435,0.11,0.806,0.3415,0.203,0.215,negative
2507,F,0.34,0.255,0.085,0.204,0.097,0.021,0.05,negative
2508,I,0.275,0.2,0.065,0.1165,0.0565,0.013,0.035,negative
2509,F,0.335,0.22,0.07,0.17,0.076,0.0365,0.05,negative
2510,M,0.64,0.49,0.14,1.194,0.4445,0.238,0.375,negative
2511,F,0.55,0.44,0.125,0.765,0.33,0.2125,0.245,negative
2512,F,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,negative
2513,F,0.545,0.41,0.115,0.6765,0.29,0.158,0.22,negative
2514,F,0.64,0.54,0.175,1.571,0.627,0.271,0.475,negative
2515,M,0.605,0.49,0.155,1.153,0.503,0.2505,0.295,negative
2516,M,0.605,0.47,0.115,1.114,0.3925,0.291,0.31,negative
2517,M,0.56,0.45,0.155,0.9125,0.3595,0.271,0.35,negative
2518,F,0.57,0.465,0.155,0.872,0.3245,0.239,0.285,negative
2519,M,0.525,0.405,0.16,0.792,0.316,0.1455,0.28,negative
2520,F,0.505,0.405,0.18,0.606,0.239,0.1235,0.18,negative
2521,M,0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065,negative
2522,M,0.45,0.355,0.12,0.3955,0.147,0.0765,0.145,negative
2523,I,0.51,0.405,0.12,0.61,0.229,0.131,0.235,negative
2524,F,0.49,0.38,0.13,0.539,0.229,0.1355,0.165,negative
2525,F,0.505,0.41,0.135,0.657,0.291,0.133,0.195,negative
2526,M,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,negative
2527,I,0.27,0.195,0.07,0.102,0.045,0.0135,0.034,negative
2528,F,0.37,0.295,0.1,0.2685,0.1165,0.056,0.0835,negative
2529,M,0.5,0.385,0.135,0.551,0.2245,0.0715,0.206,negative
2530,M,0.645,0.505,0.165,1.307,0.4335,0.262,0.52,negative
2531,M,0.565,0.44,0.115,0.9185,0.404,0.1785,0.29,negative
2532,F,0.67,0.545,0.175,1.707,0.6995,0.387,0.575,negative
2533,F,0.59,0.415,0.15,0.8805,0.3645,0.234,0.235,negative
2534,F,0.47,0.36,0.11,0.4965,0.237,0.127,0.13,negative
2535,F,0.51,0.385,0.135,0.632,0.282,0.145,0.17,negative
2536,M,0.72,0.575,0.23,2.2695,0.8835,0.3985,0.665,negative
2537,M,0.55,0.405,0.15,0.9235,0.412,0.2135,0.24,negative
2538,I,0.2,0.145,0.025,0.0345,0.011,0.0075,0.01,negative
2539,M,0.65,0.515,0.18,1.3315,0.5665,0.347,0.405,negative
2540,M,0.565,0.435,0.185,1.032,0.354,0.2045,0.31,negative
2541,F,0.61,0.47,0.16,1.017,0.426,0.2255,0.32,negative
2542,I,0.31,0.235,0.075,0.1515,0.056,0.0315,0.05,negative
2543,M,0.45,0.335,0.14,0.478,0.1865,0.115,0.16,negative
2544,F,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,negative
2545,F,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,negative
2546,F,0.385,0.3,0.1,0.2725,0.1115,0.057,0.08,negative
2547,F,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,negative
2548,F,0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,negative
2549,M,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,negative
2550,I,0.295,0.215,0.075,0.116,0.037,0.0295,0.04,negative
2551,I,0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,negative
2552,I,0.32,0.25,0.08,0.1565,0.057,0.034,0.06,negative
2553,I,0.43,0.34,0.125,0.384,0.1375,0.061,0.146,negative
2554,M,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,negative
2555,F,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,negative
2556,F,0.585,0.46,0.17,1.0835,0.3745,0.326,0.325,negative
2557,F,0.555,0.42,0.14,0.868,0.33,0.243,0.21,negative
2558,F,0.57,0.495,0.16,1.0915,0.452,0.275,0.315,negative
2559,F,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,negative
2560,M,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,negative
2561,M,0.425,0.34,0.12,0.388,0.149,0.087,0.125,negative
2562,F,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,negative
2563,M,0.675,0.525,0.175,1.402,0.483,0.3205,0.465,negative
2564,M,0.5,0.4,0.145,0.6025,0.216,0.138,0.21,negative
2565,M,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,negative
2566,M,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,negative
2567,M,0.52,0.415,0.175,0.753,0.258,0.171,0.255,negative
2568,M,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,negative
2569,I,0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,negative
2570,F,0.42,0.32,0.13,0.4135,0.1645,0.106,0.119,negative
2571,I,0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115,negative
2572,M,0.57,0.455,0.15,0.96,0.387,0.2385,0.275,negative
2573,M,0.41,0.325,0.12,0.3745,0.158,0.081,0.125,negative
2574,M,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,negative
2575,F,0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,negative
2576,M,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,negative
2577,I,0.345,0.285,0.1,0.2225,0.0865,0.058,0.075,negative
2578,M,0.635,0.51,0.155,1.156,0.428,0.289,0.315,negative
2579,M,0.695,0.53,0.15,1.477,0.6375,0.3025,0.43,negative
2580,F,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,negative
2581,M,0.555,0.435,0.135,0.858,0.377,0.1585,0.29,negative
2582,M,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,negative
2583,M,0.635,0.48,0.19,1.467,0.5825,0.303,0.42,negative
2584,F,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,negative
2585,F,0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,positive
2586,F,0.695,0.55,0.16,1.6365,0.694,0.3005,0.44,negative
2587,M,0.55,0.435,0.16,0.906,0.342,0.219,0.295,negative
2588,M,0.3,0.24,0.09,0.161,0.0725,0.039,0.05,negative
2589,F,0.435,0.35,0.125,0.459,0.197,0.1145,0.145,negative
2590,I,0.455,0.375,0.125,0.533,0.233,0.106,0.185,negative
2591,M,0.48,0.38,0.13,0.6175,0.3,0.142,0.175,negative
2592,I,0.43,0.35,0.105,0.366,0.1705,0.0855,0.11,negative
2593,F,0.435,0.35,0.105,0.4195,0.194,0.1005,0.13,negative
2594,I,0.3,0.23,0.075,0.15,0.0605,0.042,0.045,negative
2595,F,0.575,0.48,0.15,0.8745,0.375,0.193,0.29,negative
2596,M,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,negative
2597,M,0.455,0.375,0.125,0.484,0.2155,0.102,0.165,negative
2598,M,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,negative
2599,F,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,negative
2600,F,0.645,0.52,0.19,1.3105,0.58,0.288,0.37,negative
2601,F,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,negative
2602,M,0.565,0.45,0.115,0.9085,0.398,0.197,0.29,negative
2603,F,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,negative
2604,M,0.48,0.38,0.135,0.528,0.2,0.1395,0.16,negative
2605,F,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,negative
2606,F,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,negative
2607,M,0.52,0.425,0.155,0.7735,0.297,0.123,0.255,negative
2608,M,0.465,0.36,0.125,0.4365,0.169,0.1075,0.145,negative
2609,F,0.475,0.375,0.14,0.501,0.192,0.1175,0.175,negative
2610,M,0.46,0.355,0.11,0.415,0.215,0.082,0.13,negative
2611,M,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,negative
2612,F,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215,negative
2613,F,0.655,0.53,0.19,1.428,0.493,0.318,0.565,negative
2614,M,0.69,0.54,0.185,1.6195,0.533,0.353,0.555,negative
2615,M,0.55,0.45,0.17,0.81,0.317,0.157,0.22,negative
2616,F,0.58,0.475,0.165,1.0385,0.414,0.26,0.305,negative
2617,F,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,negative
2618,M,0.565,0.44,0.155,0.868,0.348,0.217,0.26,negative
2619,M,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205,negative
2620,F,0.605,0.475,0.145,1.0185,0.4695,0.225,0.27,negative
2621,F,0.495,0.375,0.15,0.597,0.2615,0.135,0.178,negative
2622,M,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,negative
2623,F,0.63,0.5,0.16,1.22,0.4905,0.3,0.345,negative
2624,M,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,negative
2625,F,0.605,0.485,0.165,1.0735,0.437,0.205,0.33,negative
2626,M,0.645,0.5,0.19,1.229,0.524,0.278,0.395,negative
2627,M,0.605,0.485,0.175,1.145,0.4325,0.27,0.405,negative
2628,F,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,negative
2629,F,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,negative
2630,F,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,negative
2631,F,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,negative
2632,I,0.6,0.445,0.175,1.057,0.383,0.216,0.355,negative
2633,I,0.41,0.3,0.115,0.2595,0.097,0.0515,0.08,negative
2634,F,0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,negative
2635,I,0.485,0.355,0.12,0.5085,0.21,0.122,0.135,negative
2636,F,0.62,0.485,0.165,1.166,0.483,0.238,0.355,negative
2637,F,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,negative
2638,F,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,negative
2639,M,0.4,0.31,0.11,0.314,0.138,0.057,0.1,negative
2640,I,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,negative
2641,M,0.35,0.26,0.09,0.195,0.0745,0.041,0.0655,negative
2642,M,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,negative
2643,M,0.265,0.2,0.065,0.084,0.034,0.0105,0.03,negative
2644,M,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,negative
2645,F,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,positive
2646,F,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,negative
2647,I,0.49,0.385,0.14,0.5425,0.198,0.127,0.175,negative
2648,F,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,negative
2649,F,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,negative
2650,I,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,negative
2651,I,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,negative
2652,I,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,negative
2653,I,0.575,0.475,0.17,0.967,0.3775,0.284,0.275,negative
2654,F,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,negative
2655,F,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,negative
2656,F,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,negative
2657,I,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,negative
2658,I,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,negative
2659,F,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,negative
2660,I,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,negative
2661,F,0.685,0.525,0.175,1.71,0.5415,0.309,0.58,negative
2662,F,0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,negative
2663,F,0.49,0.39,0.135,0.59,0.215,0.125,0.1845,negative
2664,M,0.43,0.33,0.095,0.34,0.1315,0.085,0.112,negative
2665,F,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,negative
2666,I,0.495,0.38,0.145,0.515,0.175,0.098,0.212,negative
2667,F,0.48,0.38,0.145,0.59,0.232,0.141,0.23,negative
2668,M,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,negative
2669,I,0.49,0.385,0.115,0.683,0.3265,0.1615,0.165,negative
2670,I,0.47,0.375,0.105,0.468,0.1665,0.108,0.17,negative
2671,I,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,negative
2672,F,0.51,0.38,0.13,0.584,0.224,0.1355,0.185,negative
2673,F,0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,negative
2674,I,0.475,0.365,0.14,0.4545,0.171,0.118,0.158,negative
2675,F,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,negative
2676,I,0.435,0.34,0.11,0.407,0.1685,0.073,0.13,negative
2677,I,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,negative
2678,I,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,negative
2679,M,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,negative
2680,I,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,negative
2681,F,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,positive
2682,M,0.41,0.315,0.095,0.306,0.121,0.0735,0.09,negative
2683,M,0.41,0.3,0.1,0.301,0.124,0.069,0.09,negative
2684,I,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,negative
2685,M,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,negative
2686,I,0.44,0.31,0.115,0.3625,0.134,0.082,0.12,negative
2687,M,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,negative
2688,I,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,negative
2689,I,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,negative
2690,I,0.61,0.46,0.17,1.278,0.41,0.257,0.37,negative
2691,M,0.455,0.345,0.125,0.44,0.169,0.1065,0.135,negative
2692,M,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,negative
2693,M,0.54,0.405,0.155,0.9715,0.3225,0.194,0.29,positive
2694,F,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,negative
2695,F,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,negative
2696,I,0.31,0.235,0.09,0.127,0.048,0.031,0.04,negative
2697,I,0.255,0.19,0.07,0.0815,0.028,0.016,0.031,negative
2698,M,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,negative
2699,I,0.295,0.21,0.08,0.1,0.038,0.026,0.031,negative
2700,M,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,positive
2701,M,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,negative
2702,F,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,negative
2703,F,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,negative
2704,M,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,negative
2705,M,0.74,0.535,0.185,1.65,0.734,0.4505,0.335,negative
2706,M,0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,negative
2707,M,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,negative
2708,M,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,negative
2709,M,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,positive
2710,M,0.575,0.435,0.13,1.0105,0.368,0.222,0.32,negative
2711,F,0.605,0.45,0.165,1.2225,0.357,0.202,0.385,negative
2712,M,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,negative
2713,F,0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,negative
2714,M,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,negative
2715,F,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,negative
2716,M,0.53,0.43,0.135,0.879,0.28,0.2165,0.25,negative
2717,M,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,negative
2718,I,0.35,0.265,0.11,0.209,0.066,0.059,0.075,negative
2719,I,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,negative
2720,I,0.35,0.28,0.075,0.196,0.082,0.04,0.064,negative
2721,I,0.35,0.265,0.08,0.192,0.081,0.0465,0.053,negative
2722,I,0.395,0.31,0.095,0.313,0.131,0.072,0.093,negative
2723,I,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,negative
2724,I,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,negative
2725,M,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,negative
2726,F,0.49,0.37,0.105,0.5265,0.249,0.1005,0.148,negative
2727,F,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,negative
2728,M,0.56,0.45,0.14,0.9,0.472,0.182,0.218,negative
2729,M,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,negative
2730,F,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,negative
2731,F,0.595,0.475,0.165,1.148,0.444,0.214,0.37,negative
2732,M,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,negative
2733,F,0.63,0.475,0.15,1.172,0.536,0.254,0.316,negative
2734,M,0.64,0.51,0.17,1.3715,0.567,0.307,0.409,negative
2735,F,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,negative
2736,M,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,negative
2737,M,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,negative
2738,I,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,negative
2739,I,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,negative
2740,I,0.35,0.265,0.095,0.199,0.073,0.049,0.06,negative
2741,I,0.365,0.27,0.105,0.2155,0.0915,0.0475,0.063,negative
2742,I,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,negative
2743,I,0.375,0.285,0.09,0.257,0.1045,0.062,0.075,negative
2744,I,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,negative
2745,I,0.395,0.3,0.09,0.279,0.134,0.049,0.075,negative
2746,I,0.43,0.335,0.105,0.378,0.188,0.0785,0.09,negative
2747,I,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,negative
2748,I,0.465,0.37,0.1,0.5055,0.234,0.11,0.14,negative
2749,F,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,negative
2750,M,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,negative
2751,F,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,negative
2752,I,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,negative
2753,F,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,negative
2754,M,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,negative
2755,M,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,negative
2756,M,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,negative
2757,F,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,negative
2758,F,0.555,0.42,0.11,0.931,0.4445,0.171,0.225,negative
2759,F,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,negative
2760,M,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,negative
2761,F,0.61,0.48,0.16,1.234,0.598,0.238,0.315,negative
2762,F,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,negative
2763,F,0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,negative
2764,M,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,negative
2765,M,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,negative
2766,F,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,negative
2767,F,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,negative
2768,M,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,negative
2769,M,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,negative
2770,M,0.66,0.525,0.18,1.478,0.5815,0.381,0.372,negative
2771,F,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,negative
2772,M,0.72,0.565,0.2,1.787,0.718,0.385,0.529,negative
2773,F,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,negative
2774,I,0.21,0.15,0.055,0.0455,0.02,0.0065,0.013,negative
2775,I,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,negative
2776,I,0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765,negative
2777,I,0.4,0.29,0.1,0.258,0.104,0.059,0.0815,negative
2778,I,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,negative
2779,I,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,negative
2780,I,0.44,0.33,0.11,0.38,0.197,0.079,0.09,negative
2781,I,0.47,0.355,0.145,0.4485,0.156,0.102,0.123,negative
2782,I,0.47,0.355,0.115,0.4155,0.167,0.084,0.139,negative
2783,I,0.485,0.37,0.115,0.637,0.38,0.1335,0.128,negative
2784,F,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,negative
2785,I,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,negative
2786,I,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,negative
2787,F,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,negative
2788,M,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,negative
2789,M,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,negative
2790,M,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,negative
2791,M,0.555,0.44,0.15,0.838,0.4155,0.146,0.23,negative
2792,F,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,negative
2793,M,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,negative
2794,M,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,negative
2795,F,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,negative
2796,M,0.59,0.46,0.145,0.929,0.38,0.24,0.255,negative
2797,F,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,negative
2798,M,0.6,0.41,0.145,0.939,0.4475,0.196,0.268,negative
2799,M,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,negative
2800,F,0.62,0.51,0.18,1.233,0.592,0.274,0.322,negative
2801,F,0.64,0.5,0.165,1.1635,0.554,0.239,0.32,negative
2802,F,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,negative
2803,M,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,negative
2804,M,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,negative
2805,F,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,negative
2806,M,0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,negative
2807,F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,negative
2808,F,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,negative
2809,F,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,negative
2810,M,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,negative
2811,M,0.715,0.545,0.18,1.7405,0.871,0.347,0.449,negative
2812,F,0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,negative
2813,I,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,negative
2814,I,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,negative
2815,I,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305,negative
2816,I,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,negative
2817,I,0.33,0.23,0.085,0.1695,0.079,0.026,0.0505,negative
2818,I,0.335,0.26,0.085,0.192,0.097,0.03,0.054,negative
2819,I,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054,negative
2820,I,0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,negative
2821,I,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,negative
2822,I,0.4,0.315,0.09,0.33,0.151,0.068,0.08,negative
2823,I,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,negative
2824,I,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,negative
