,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,result
2233,1,0.325,0.24,0.075,0.1525,0.072,0.0645,0.043,0
580,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,0
2529,2,0.5,0.385,0.135,0.551,0.2245,0.0715,0.206,0
1881,0,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,0
2210,0,0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307,0
605,2,0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,0
436,1,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,0
1473,1,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,0
1345,0,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,0
3699,0,0.655,0.51,0.15,1.043,0.4795,0.223,0.305,0
809,0,0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,0
3341,0,0.525,0.38,0.14,0.6065,0.194,0.1475,0.21,0
3017,0,0.62,0.5,0.175,1.107,0.4895,0.24,0.343,0
49,0,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,0
2597,2,0.455,0.375,0.125,0.484,0.2155,0.102,0.165,0
2313,2,0.595,0.47,0.155,1.2015,0.492,0.3865,0.265,0
2243,2,0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985,0
1158,0,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,0
307,0,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,0
1254,1,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,0
1207,1,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415,0
2717,2,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,0
392,2,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,0
3991,1,0.325,0.245,0.075,0.1495,0.0605,0.033,0.045,0
966,1,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,0
4080,2,0.62,0.525,0.155,1.085,0.454,0.1965,0.35,0
2091,2,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,0
1004,1,0.455,0.33,0.1,0.372,0.358,0.0775,0.11,0
295,0,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,0
661,1,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,0
529,0,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,0
325,2,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,0
3082,2,0.655,0.515,0.2,1.373,0.443,0.3375,0.49,0
3350,0,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,0
3899,2,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,0
3308,0,0.635,0.495,0.175,1.2355,0.5205,0.3085,0.347,0
2778,1,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,0
780,1,0.505,0.39,0.15,0.685,0.362,0.131,0.156,0
2229,1,0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,0
533,0,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,0
1748,0,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,0
483,1,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,0
1938,1,0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,0
1141,1,0.47,0.345,0.14,0.4615,0.229,0.1105,0.116,0
3715,2,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,0
3502,2,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,0
2319,2,0.605,0.49,0.18,1.167,0.457,0.29,0.3745,0
2745,1,0.395,0.3,0.09,0.279,0.134,0.049,0.075,0
1520,0,0.61,0.46,0.155,0.957,0.4255,0.1975,0.265,0
1957,2,0.39,0.285,0.095,0.271,0.11,0.06,0.08,0
3238,0,0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,0
1505,2,0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,0
868,1,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,0
2638,0,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,0
3953,2,0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,0
2070,2,0.695,0.525,0.175,1.742,0.696,0.389,0.505,0
3631,0,0.635,0.495,0.175,1.211,0.707,0.2725,0.323,0
216,0,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,0
2141,2,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,0
3793,0,0.57,0.465,0.18,0.9995,0.405,0.277,0.295,0
476,0,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,0
3775,0,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,0
4055,0,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,0
2672,0,0.51,0.38,0.13,0.584,0.224,0.1355,0.185,0
2901,1,0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,0
2771,0,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,0
1968,2,0.45,0.36,0.16,0.567,0.174,0.1245,0.225,0
2240,1,0.46,0.365,0.115,0.511,0.2365,0.118,0.123,0
4113,0,0.57,0.44,0.19,1.018,0.447,0.207,0.265,0
1650,1,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,0
141,0,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,0
321,2,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,0
3212,1,0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,0
430,0,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,0
3604,1,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,0
3929,1,0.375,0.28,0.085,0.2145,0.0855,0.0485,0.072,0
2306,0,0.58,0.45,0.17,0.9705,0.4615,0.232,0.248,0
2008,1,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,0
2214,2,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,0
1068,2,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,0
1667,2,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,0
633,2,0.505,0.385,0.15,0.6415,0.246,0.152,0.215,0
781,1,0.505,0.355,0.125,0.601,0.25,0.1205,0.185,0
3197,2,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,0
3464,1,0.335,0.245,0.09,0.1665,0.0595,0.04,0.06,0
2789,2,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,0
755,1,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,0
1533,0,0.625,0.47,0.145,0.984,0.475,0.2,0.265,0
2269,0,0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,0
240,1,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,0
1906,0,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,0
3306,2,0.63,0.505,0.155,1.105,0.492,0.226,0.325,0
561,2,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,0
953,2,0.715,0.535,0.19,1.6755,0.889,0.313,0.42,0
1129,1,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,0
1359,2,0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,0
4154,1,0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935,0
3414,0,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,0
3547,1,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,0
3160,0,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,0
698,0,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,0
3881,1,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,0
727,1,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,0
2687,2,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,0
1719,2,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,0
2875,1,0.175,0.125,0.04,0.028,0.0095,0.008,0.009,0
2660,1,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,0
3095,1,0.33,0.25,0.075,0.1405,0.056,0.035,0.05,0
3565,2,0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,0
2737,2,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,0
2572,2,0.57,0.455,0.15,0.96,0.387,0.2385,0.275,0
2192,1,0.56,0.435,0.135,0.72,0.329,0.103,0.251,0
1367,2,0.665,0.52,0.175,1.3725,0.606,0.32,0.395,0
2247,0,0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,0
3832,2,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,0
3073,2,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,0
3997,2,0.595,0.5,0.165,1.06,0.402,0.28,0.275,0
4044,0,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,0
2165,1,0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,0
2677,1,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,0
2540,2,0.565,0.435,0.185,1.032,0.354,0.2045,0.31,0
3076,2,0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,0
20,2,0.58,0.47,0.165,0.9975,0.3935,0.242,0.33,0
643,0,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,0
3796,0,0.645,0.5,0.17,1.1845,0.4805,0.274,0.355,0
4098,1,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,0
2629,0,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,0
110,2,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,0
2563,2,0.675,0.525,0.175,1.402,0.483,0.3205,0.465,0
713,2,0.66,0.52,0.19,1.558,0.755,0.298,0.4,0
148,2,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,0
2721,1,0.35,0.265,0.08,0.192,0.081,0.0465,0.053,0
2567,2,0.52,0.415,0.175,0.753,0.258,0.171,0.255,0
2095,1,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,0
439,1,0.48,0.37,0.12,0.514,0.2075,0.131,0.155,0
3706,0,0.72,0.525,0.18,1.445,0.631,0.3215,0.435,0
85,0,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,0
3864,1,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,0
839,2,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,0
2337,0,0.635,0.5,0.19,1.29,0.593,0.3045,0.352,0
550,2,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,0
3799,1,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,0
2094,1,0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,0
1204,1,0.21,0.17,0.045,0.0475,0.019,0.011,0.013,0
100,0,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,0
1168,2,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,0
2181,1,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,0
2962,2,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,0
2484,2,0.67,0.515,0.165,1.1735,0.526,0.285,0.316,0
2371,0,0.62,0.5,0.17,1.148,0.5475,0.22,0.3315,0
2350,0,0.68,0.505,0.17,1.3435,0.657,0.297,0.355,0
3589,1,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,0
2375,2,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,0
1858,2,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,0
1172,0,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,0
3249,1,0.395,0.31,0.085,0.317,0.153,0.0505,0.0935,0
764,1,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,0
3012,0,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,0
3552,1,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,0
3763,2,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,0
1564,2,0.76,0.605,0.215,2.173,0.801,0.4915,0.646,0
3900,2,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,0
47,2,0.52,0.4,0.12,0.58,0.234,0.1315,0.185,0
629,2,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,0
1651,2,0.5,0.39,0.145,0.651,0.273,0.132,0.22,0
2245,0,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,0
3112,0,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,0
2623,0,0.63,0.5,0.16,1.22,0.4905,0.3,0.345,0
1870,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,0
348,1,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,0
823,2,0.635,0.49,0.175,1.375,0.623,0.2705,0.395,0
3396,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,0
284,0,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,0
1842,2,0.695,0.55,0.22,1.5515,0.566,0.3835,0.445,0
1178,2,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,0
1134,1,0.41,0.32,0.095,0.2905,0.141,0.063,0.073,0
3080,2,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,0
960,0,0.75,0.57,0.21,2.236,1.109,0.5195,0.545,0
1563,0,0.75,0.55,0.195,1.8325,0.83,0.366,0.44,0
2814,1,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,0
1096,2,0.63,0.495,0.16,1.093,0.497,0.221,0.315,0
701,2,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,0
1921,2,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,0
1868,1,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,0
2453,2,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,0
3874,2,0.605,0.475,0.175,1.201,0.5395,0.275,0.309,0
3954,2,0.67,0.54,0.175,1.482,0.739,0.2925,0.365,0
2490,2,0.465,0.36,0.105,0.488,0.188,0.0845,0.19,0
2414,2,0.59,0.405,0.15,0.853,0.326,0.2615,0.245,0
1952,0,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,0
2118,2,0.615,0.45,0.15,1.198,0.707,0.2095,0.2505,0
3733,2,0.57,0.46,0.155,1.0005,0.454,0.205,0.265,0
3945,2,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,0
343,0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,0
179,0,0.39,0.29,0.125,0.3055,0.121,0.082,0.09,0
3522,0,0.515,0.43,0.14,0.834,0.367,0.2,0.23,0
2825,2,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,0
3474,1,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,0
2906,1,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,0
2017,1,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,0
456,0,0.59,0.455,0.155,1.066,0.382,0.2275,0.415,0
828,0,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,0
182,0,0.53,0.415,0.16,0.783,0.2935,0.158,0.245,0
408,2,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,0
1536,0,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,0
3467,1,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,0
2009,1,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,0
3505,0,0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,0
4009,0,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,0
638,0,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,0
3678,2,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,0
2854,0,0.585,0.46,0.165,1.058,0.486,0.25,0.294,0
4101,2,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,0
1778,2,0.65,0.495,0.18,1.793,0.8005,0.339,0.53,0
1640,2,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.372,0
820,0,0.625,0.485,0.2,1.38,0.5845,0.302,0.401,0
3278,2,0.67,0.525,0.18,1.4915,0.728,0.343,0.381,0
1000,1,0.43,0.315,0.095,0.378,0.175,0.08,0.1045,0
3736,0,0.6,0.47,0.135,0.97,0.4655,0.1955,0.264,0
3310,0,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,0
1941,2,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,0
1482,1,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,0
2058,0,0.63,0.495,0.2,1.4255,0.659,0.336,0.38,0
570,0,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,0
553,0,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,0
3369,2,0.37,0.265,0.075,0.214,0.09,0.051,0.07,0
1121,0,0.735,0.565,0.205,2.1275,0.949,0.46,0.565,0
215,2,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,0
1857,2,0.635,0.495,0.15,1.081,0.4825,0.242,0.31,0
1704,0,0.55,0.47,0.15,0.897,0.377,0.184,0.29,0
3779,0,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,0
2883,2,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,0
2355,2,0.745,0.575,0.2,1.884,0.954,0.336,0.495,0
3384,1,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,0
2747,1,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,0
2800,0,0.62,0.51,0.18,1.233,0.592,0.274,0.322,0
1833,2,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,0
410,2,0.325,0.23,0.09,0.147,0.06,0.034,0.045,0
2543,2,0.45,0.335,0.14,0.478,0.1865,0.115,0.16,0
2151,1,0.34,0.245,0.085,0.2015,0.1005,0.038,0.053,0
2503,2,0.54,0.41,0.13,0.56,0.2375,0.1065,0.175,0
488,2,0.195,0.145,0.05,0.032,0.01,0.008,0.012,0
1160,2,0.575,0.465,0.15,1.08,0.595,0.2065,0.238,0
689,2,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,0
2661,0,0.685,0.525,0.175,1.71,0.5415,0.309,0.58,0
3348,0,0.55,0.415,0.135,0.7635,0.318,0.21,0.2,0
1217,1,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075,0
697,0,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,0
370,2,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,0
1678,0,0.44,0.33,0.115,0.4005,0.143,0.113,0.12,0
1529,2,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,0
2914,0,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,0
1601,0,0.6,0.45,0.14,0.837,0.37,0.177,0.2425,0
4072,1,0.44,0.34,0.105,0.344,0.123,0.081,0.125,0
3781,2,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,0
1869,1,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,0
2248,0,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,0
3803,2,0.42,0.345,0.105,0.43,0.175,0.096,0.13,0
1670,0,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,0
3272,2,0.63,0.485,0.18,1.2435,0.5175,0.308,0.37,0
435,1,0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,0
1278,1,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,0
2593,0,0.435,0.35,0.105,0.4195,0.194,0.1005,0.13,0
366,1,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,0
3025,0,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,0
426,1,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,0
1638,0,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,0
2212,2,0.625,0.49,0.165,1.205,0.5175,0.3105,0.3465,0
3533,2,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,0
446,1,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,0
723,1,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,0
1047,1,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,0
376,0,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,0
2805,0,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,0
296,2,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,0
474,2,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24,0
733,1,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,0
2650,1,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,0
1284,2,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,0
3880,0,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,0
308,2,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,0
2286,1,0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755,0
3018,1,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306,0
1020,1,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,0
57,0,0.555,0.425,0.14,0.788,0.282,0.1595,0.285,0
1323,0,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,0
2408,2,0.575,0.445,0.14,0.737,0.325,0.1405,0.237,0
1526,2,0.62,0.49,0.16,1.035,0.44,0.2525,0.285,0
3432,0,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,0
211,2,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,0
1107,2,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,0
1082,0,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,0
2440,0,0.7,0.555,0.22,1.666,0.647,0.4285,0.455,0
2401,1,0.55,0.405,0.15,0.6755,0.3015,0.1465,0.21,0
2029,2,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,0
135,1,0.235,0.16,0.04,0.048,0.0185,0.018,0.015,0
2933,0,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,0
957,2,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505,0
323,1,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,0
2436,0,0.68,0.52,0.185,1.494,0.615,0.3935,0.406,0
614,2,0.57,0.43,0.12,1.0615,0.348,0.167,0.31,0
1929,2,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,0
1816,0,0.55,0.415,0.135,0.775,0.302,0.179,0.26,0
2685,2,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,0
2194,0,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,0
3989,0,0.525,0.405,0.115,0.72,0.3105,0.1915,0.2,0
2437,0,0.68,0.56,0.195,1.664,0.58,0.3855,0.545,0
266,2,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,0
3146,2,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,0
137,1,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,0
1561,2,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,0
3178,2,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,0
2148,1,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,0
2969,0,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,0
2518,0,0.57,0.465,0.155,0.872,0.3245,0.239,0.285,0
2811,2,0.715,0.545,0.18,1.7405,0.871,0.347,0.449,0
1668,1,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,0
2562,0,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,0
4058,2,0.625,0.49,0.165,1.1835,0.517,0.2375,0.39,0
2452,2,0.495,0.38,0.12,0.474,0.197,0.1065,0.1545,0
3823,0,0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,0
1768,0,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,0
674,1,0.41,0.325,0.1,0.394,0.208,0.0655,0.106,0
333,0,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,0
3460,0,0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835,0
3609,1,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,0
4131,0,0.65,0.515,0.215,1.498,0.564,0.323,0.425,0
1406,2,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,0
2622,2,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,0
3922,2,0.535,0.405,0.14,0.818,0.402,0.1715,0.189,0
450,2,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,0
1565,1,0.135,0.13,0.04,0.029,0.0125,0.0065,0.008,0
2596,2,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,0
3084,0,0.63,0.475,0.175,1.423,0.4155,0.3385,0.49,0
2263,0,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,0
3058,2,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,0
3391,0,0.54,0.475,0.155,0.928,0.394,0.194,0.26,0
3149,2,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,0
2302,1,0.575,0.455,0.16,0.9895,0.495,0.195,0.246,0
648,2,0.44,0.335,0.11,0.394,0.157,0.096,0.122,0
1740,2,0.42,0.34,0.115,0.4215,0.175,0.093,0.135,0
1572,1,0.29,0.21,0.065,0.097,0.0375,0.022,0.03,0
628,2,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,0
2818,1,0.335,0.26,0.085,0.192,0.097,0.03,0.054,0
3367,0,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,0
2743,1,0.375,0.285,0.09,0.257,0.1045,0.062,0.075,0
3040,2,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,0
2468,1,0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895,0
2938,2,0.615,0.47,0.175,1.242,0.5675,0.287,0.317,0
1694,0,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,0
24,0,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,0
4067,2,0.69,0.53,0.19,1.5955,0.678,0.331,0.48,0
213,2,0.52,0.45,0.15,0.895,0.3615,0.186,0.235,0
2492,1,0.335,0.26,0.09,0.1835,0.078,0.024,0.065,0
4034,0,0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,0
3255,1,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,0
2416,0,0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875,0
612,2,0.615,0.525,0.155,1.1375,0.367,0.236,0.37,0
1342,2,0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035,0
3701,0,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,0
1890,0,0.53,0.43,0.17,0.775,0.35,0.152,0.235,0
3562,2,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,0
2346,1,0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,0
1800,1,0.405,0.315,0.105,0.347,0.1605,0.0785,0.1,0
1532,0,0.625,0.52,0.18,1.354,0.4845,0.351,0.375,0
3223,1,0.54,0.415,0.155,0.702,0.322,0.167,0.19,0
1613,1,0.415,0.305,0.12,0.336,0.165,0.076,0.0805,0
2893,2,0.66,0.53,0.175,1.583,0.7395,0.3505,0.405,0
1774,2,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,0
3553,1,0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,0
1676,0,0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,0
274,0,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,0
496,2,0.235,0.17,0.055,0.0515,0.018,0.0105,0.0195,0
1524,0,0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,0
1606,1,0.285,0.215,0.07,0.1075,0.051,0.0225,0.027,0
3943,1,0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915,0
2231,1,0.275,0.2,0.055,0.0925,0.038,0.021,0.026,0
956,2,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,0
3636,0,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,0
1449,1,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081,0
2515,2,0.605,0.49,0.155,1.153,0.503,0.2505,0.295,0
